post,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,total
"(V.2, N.6, P.1, 2019)",0,0,0,0,28,51,57,86,93,107,97,97,79,122,88,89,67,132,20,21,25,86,103,86,120,128,59,46,32,27,42,97,57,73,65,73,83,64,77,52,48,87,57,75,56,64,74,62,48,80,70,57,53,73,54,66,3653
"(V.2, N.6, P.2, 2019)",0,0,0,0,22,38,59,78,88,78,70,63,61,57,41,23,25,21,10,11,12,29,28,24,36,44,16,25,15,10,2,9,10,14,4,14,8,11,23,12,11,21,20,11,22,26,14,16,10,13,21,8,11,12,19,16,1342
"(V.2, N.6, P.3, 2019)",0,0,0,0,7,6,10,11,21,16,23,26,5,19,16,10,16,23,5,9,4,10,12,15,24,18,9,7,21,1,1,2,12,5,6,5,3,7,16,7,10,6,7,10,9,5,4,4,0,13,7,9,7,11,7,6,523
"(V.2, N.6, P.4, 2019)",0,0,0,0,21,19,19,17,27,26,26,33,22,25,33,61,10,11,6,9,15,8,4,1,3,7,9,20,5,2,3,1,3,9,1,0,3,1,2,3,1,5,6,14,2,2,3,3,5,3,4,7,3,1,1,2,527
"(V.2, N.6, P.5, 2019)",0,0,0,0,26,10,16,11,5,12,2,14,7,10,16,4,1,3,4,7,2,5,4,2,3,7,5,3,3,1,2,10,19,1,0,5,0,1,1,1,2,4,7,5,1,3,1,3,10,2,3,6,2,5,3,5,285
"(V.2, N.7, P.1, 2019)",0,0,0,0,0,11,11,16,10,7,20,25,5,8,14,11,7,7,5,10,0,2,1,1,7,2,1,5,17,1,1,0,3,1,6,2,2,5,1,1,1,4,9,1,0,0,1,0,1,5,0,2,0,1,3,3,257
"(V.2, N.7, P.2, 2019)",0,0,0,0,0,16,4,9,13,11,15,27,12,5,21,7,3,7,1,34,5,1,1,1,3,3,0,4,11,1,0,0,2,0,1,3,1,0,0,3,2,4,4,0,0,0,0,4,0,0,0,3,1,0,0,1,244
"(V.2, N.7, P.3, 2019)",0,0,0,0,0,57,84,79,63,60,28,33,21,34,24,28,40,37,15,15,10,64,60,41,46,73,39,43,23,9,5,3,11,14,12,20,37,51,15,7,7,6,7,7,3,8,6,6,11,8,13,18,3,8,8,4,1324
"(V.2, N.7, P.4, 2019)",0,0,0,0,0,71,85,131,108,81,79,108,115,115,189,282,357,296,75,134,114,358,214,231,643,992,441,482,215,72,81,194,242,192,280,105,99,99,173,294,292,280,408,570,842,528,592,509,135,402,350,566,409,326,304,150,14410
"(V.2, N.7, P.5, 2019)",0,0,0,0,0,28,39,53,70,43,39,49,49,33,65,50,64,65,15,25,6,50,40,34,46,49,20,34,11,4,3,11,15,10,8,7,5,2,29,10,20,18,28,21,18,20,13,12,6,16,18,14,22,23,23,16,1369
"(V.2, N.7, P.6, 2019)",0,0,0,0,0,45,53,75,77,47,38,51,32,44,77,52,44,23,14,30,15,22,19,18,26,45,20,97,14,11,14,11,14,8,7,6,22,13,12,14,9,17,11,5,10,9,2,4,2,9,9,8,5,2,3,1,1216
"(V.2, N.8, P.1, 2019)",0,0,0,0,0,0,13,14,15,6,7,12,6,3,8,9,6,3,6,6,3,1,0,2,4,5,4,13,5,2,2,3,2,3,5,1,9,5,3,6,5,4,5,7,1,2,3,2,0,2,4,2,5,2,5,4,245
"(V.2, N.8, P.2, 2019)",0,0,0,0,0,0,17,20,17,6,10,28,8,25,10,5,2,8,3,8,4,2,1,0,5,5,1,10,3,2,19,2,1,1,3,1,1,1,1,3,5,2,3,0,1,1,0,0,0,1,4,2,4,9,3,4,272
"(V.2, N.8, P.3, 2019)",0,0,0,0,0,0,5,4,9,6,5,20,4,4,4,1,7,1,4,7,3,2,1,3,5,4,4,2,6,1,13,3,4,1,4,1,1,4,0,0,1,5,7,1,2,2,2,0,2,1,1,1,0,0,0,1,169
"(V.2, N.8, P.4, 2019)",0,0,0,0,0,0,98,78,81,39,43,63,83,82,70,39,38,24,13,21,6,9,14,9,27,24,15,59,28,12,94,23,18,10,13,19,15,20,32,35,9,14,14,17,26,3,7,2,2,13,12,5,7,16,9,22,1432
"(V.2, N.9, P.1, 2019)",0,0,0,0,0,0,0,16,23,18,10,36,35,29,33,47,24,25,10,17,16,24,15,27,79,85,33,44,40,7,9,35,24,30,9,15,22,13,22,17,21,37,26,34,58,34,21,19,1,22,20,23,23,25,9,19,1281
"(V.2, N.9, P.2, 2019)",0,0,0,0,0,0,0,16,36,21,15,28,16,32,17,14,6,12,15,18,6,20,20,18,19,21,8,14,10,7,1,5,6,1,6,4,11,3,5,1,4,3,5,1,1,1,3,0,0,0,2,4,2,3,2,4,467
"(V.2, N.9, P.3, 2019)",0,0,0,0,0,0,0,68,88,60,23,89,78,116,165,78,42,42,10,28,34,42,30,49,55,98,502,102,32,70,4,16,95,22,34,77,125,36,116,41,20,102,38,38,71,36,14,36,33,48,249,44,40,23,39,63,3361
"(V.2, N.9, P.4, 2019)",0,0,0,0,0,0,0,34,28,30,16,62,70,47,37,57,36,51,10,13,26,34,38,46,67,61,44,50,42,25,16,42,50,62,39,52,144,78,39,53,62,58,0,70,63,26,36,75,54,61,63,56,37,104,54,51,2369
"(V.2, N.9, P.5, 2019)",0,0,0,0,0,0,0,60,26,15,23,58,79,20,21,41,27,31,13,18,9,17,14,27,91,25,31,37,17,13,12,16,21,6,8,29,127,27,36,64,32,57,46,55,50,11,14,18,92,38,28,9,18,22,9,6,1564
"(V.2, N.10, P.1, 2019)",0,0,0,0,0,0,0,0,48,43,102,56,4,3,14,14,9,2,5,1,4,4,7,9,10,15,3,6,2,4,1,1,2,9,4,1,3,9,9,5,7,8,9,11,10,6,5,4,0,0,3,3,0,5,3,1,484
"(V.2, N.10, P.2, 2019)",0,0,0,0,0,0,0,0,7,21,3,20,11,10,11,9,8,3,6,10,2,9,4,11,18,21,27,8,3,7,4,3,3,5,1,44,2,3,2,7,6,13,8,8,5,4,5,6,1,3,3,4,5,7,4,5,390
"(V.2, N.10, P.3, 2019)",0,0,0,0,0,0,0,0,29,9,13,30,13,12,11,1,4,2,7,3,3,1,1,0,1,3,0,3,17,0,2,0,0,0,1,1,1,0,2,1,3,2,4,1,1,1,1,0,0,0,0,0,0,1,3,3,191
"(V.2, N.10, P.4, 2019)",0,0,0,0,0,0,0,0,53,25,14,18,11,9,15,2,4,7,7,6,2,1,1,2,9,3,3,2,29,0,1,5,4,1,1,1,2,0,0,11,5,4,8,11,3,7,1,2,0,5,7,1,0,2,8,1,314
"(V.2, N.10, P.5, 2019)",0,0,0,0,0,0,0,0,54,40,36,34,40,48,37,24,35,43,8,29,18,41,39,57,90,118,65,76,67,23,38,52,47,39,36,33,47,43,28,48,41,55,66,63,110,61,53,45,44,52,29,45,28,36,40,30,2231
"(V.2, N.11, P.1, 2019)",0,0,0,0,0,0,0,0,0,50,39,52,46,34,39,15,16,7,4,2,6,11,6,12,27,43,29,33,10,10,13,14,327,116,6,25,17,9,20,24,5,11,43,106,825,159,25,22,3,6,19,14,18,18,57,53,2446
"(V.2, N.11, P.2, 2019)",0,0,0,0,0,0,0,0,0,11,2,17,2,2,4,12,3,0,2,14,4,2,1,3,4,2,0,1,6,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,1,0,1,0,1,0,0,4,2,6,0,1,114
"(V.2, N.11, P.3, 2019)",0,0,0,0,0,0,0,0,0,10,9,27,4,2,4,4,2,2,2,0,1,0,0,1,1,1,0,0,25,6,0,1,0,1,3,6,8,2,3,3,2,8,5,1,4,2,4,0,0,0,0,1,1,5,1,1,163
"(V.2, N.11, P.4, 2019)",0,0,0,0,0,0,0,0,0,31,28,99,92,74,90,73,80,55,20,16,12,74,67,157,256,103,71,82,57,16,38,69,67,70,40,121,56,60,54,41,44,33,44,64,55,29,43,81,44,34,49,47,43,61,33,57,2930
"(V.2, N.12, P.1, 2019)",0,0,0,0,0,0,0,0,0,0,83,105,211,213,239,308,505,375,38,74,65,306,261,208,503,631,351,431,194,86,32,237,221,143,140,123,202,149,168,270,138,132,166,237,181,119,114,184,13,106,133,86,72,76,71,83,8783
"(V.2, N.12, P.2, 2019)",0,0,0,0,0,0,0,0,0,0,153,156,158,150,298,586,1114,1423,141,157,329,1893,2325,3740,2993,3194,1813,1905,1056,478,662,1193,1154,1276,1131,863,928,759,767,924,1085,932,1011,1184,968,1012,928,750,196,575,575,474,481,397,443,345,45075
"(V.2, N.12, P.3, 2019)",0,0,0,0,0,0,0,0,0,0,27,30,25,22,21,9,12,12,6,9,2,3,1,5,4,2,3,42,2,2,0,1,2,4,0,0,3,1,6,1,3,2,16,3,4,5,4,2,0,0,0,1,1,1,1,1,301
"(V.2, N.12, P.4, 2019)",0,0,0,0,0,0,0,0,0,0,53,66,28,39,42,79,85,114,45,52,14,29,107,145,182,167,134,157,86,58,283,260,235,211,214,157,220,182,235,199,162,223,413,294,196,113,90,116,65,250,376,183,120,129,255,187,7050
"(V.2, N.12, P.5, 2019)",0,0,0,0,0,0,0,0,0,0,31,93,23,26,31,13,14,15,10,6,5,3,23,41,62,56,54,67,29,21,5,35,12,9,6,7,8,13,3,27,18,6,11,12,3,1,3,1,0,12,3,5,2,4,20,7,856
"(V.2, N.12, P.6, 2019)",0,0,0,0,0,0,0,0,0,0,42,25,8,3,7,6,4,7,4,5,2,3,0,3,2,3,1,2,2,0,0,0,1,17,3,3,0,4,8,1,1,12,6,5,5,2,8,20,0,9,14,6,14,7,26,15,316
"(V.3, N.1, P.1, 2020)",0,0,0,0,0,0,0,0,0,0,0,35,8,5,15,4,3,6,4,6,1,0,3,2,1,2,7,5,1,6,2,0,1,1,1,0,2,1,1,3,0,0,2,1,1,0,0,4,0,0,0,1,0,1,1,0,137
"(V.3, N.1, P.2, 2020)",0,0,0,0,0,0,0,0,0,0,0,33,22,17,36,48,50,61,9,20,11,20,19,33,64,40,48,32,21,5,11,20,15,9,11,15,25,9,36,48,21,26,24,23,25,5,8,11,4,14,15,16,7,15,14,14,1030
"(V.3, N.1, P.3, 2020)",0,0,0,0,0,0,0,0,0,0,0,55,25,32,30,51,48,117,16,19,18,57,41,62,65,115,72,114,54,24,41,111,148,102,38,95,113,73,85,119,124,135,139,153,225,93,72,93,45,107,179,114,67,112,124,162,3884
"(V.3, N.1, P.4, 2020)",0,0,0,0,0,0,0,0,0,0,0,41,10,11,22,28,26,57,7,6,4,2,25,23,38,39,23,76,24,8,28,57,25,25,12,23,16,23,35,37,15,28,40,31,31,13,6,16,6,14,20,11,13,14,39,20,1068
"(V.3, N.2, P.1, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,87,117,118,165,195,307,44,46,71,229,299,270,491,438,275,362,300,301,155,367,279,346,353,383,425,390,318,322,297,317,409,390,412,424,447,512,188,487,584,436,359,368,366,423,13872
"(V.3, N.2, P.2, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,42,66,98,86,91,85,14,21,12,73,41,49,87,95,52,99,40,19,23,50,59,21,29,12,36,44,63,53,24,53,40,34,32,23,27,39,44,104,150,119,64,45,58,80,2396
"(V.3, N.2, P.3, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,57,24,24,38,50,47,12,13,15,39,35,107,143,133,71,72,58,24,20,76,35,16,28,64,58,87,165,75,58,94,103,89,100,36,40,106,75,147,152,92,57,104,92,55,2986
"(V.3, N.2, P.4, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,31,13,20,76,86,71,24,34,36,52,67,39,100,87,54,292,98,27,70,130,183,63,90,102,105,88,102,70,324,3101,821,304,152,86,69,173,249,279,243,100,377,3069,710,293,12560
"(V.3, N.3, P.1, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,53,43,37,9,17,1,19,31,25,44,34,28,10,2,2,2,4,2,3,0,2,2,2,0,0,0,3,4,1,4,1,0,3,2,1,2,3,2,0,0,0,528
"(V.3, N.3, P.2, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,55,31,30,37,40,14,23,10,29,29,33,45,52,36,109,43,33,35,67,88,35,27,33,27,65,74,96,50,23,69,25,30,18,14,16,13,35,44,22,13,27,39,17,1651
"(V.3, N.3, P.3, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,28,25,9,7,11,8,2,4,13,12,13,7,4,35,3,7,13,2,0,5,3,2,5,6,1,4,8,5,1,2,0,3,3,1,3,5,3,1,5,3,2,289
"(V.3, N.3, P.4, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,6,7,8,6,5,9,1,1,0,1,0,2,16,3,3,0,0,0,0,2,1,1,0,0,0,1,0,2,1,1,0,0,0,1,1,2,0,0,1,0,1,112
"(V.3, N.3, P.5, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,2,3,9,7,12,4,3,1,2,3,4,2,6,23,16,0,5,2,2,2,3,3,1,1,11,6,4,8,4,11,0,2,4,2,4,7,14,2,10,7,7,238
"(V.3, N.3, P.6, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,45,16,4,1,2,4,6,2,2,1,0,1,0,0,1,5,1,0,1,2,0,1,1,0,1,0,0,0,1,2,0,4,0,0,1,0,1,0,0,0,2,2,0,110
"(V.3, N.4, P.1, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,6,4,3,0,3,6,5,4,4,1,0,0,14,5,1,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,1,0,0,3,1,3,101
"(V.3, N.4, P.2, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,3,3,4,4,0,0,0,0,0,0,1,1,2,2,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,45
"(V.3, N.4, P.3, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,151,154,102,23,30,9,21,40,36,61,26,16,53,23,24,3,23,9,10,19,4,11,5,9,18,4,9,7,9,17,6,2,8,7,3,2,11,0,3,2,5,1098
"(V.3, N.4, P.4, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,17,13,7,12,2,2,0,1,0,0,0,0,7,0,0,2,0,0,1,2,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97
"(V.3, N.4, P.5, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,9,13,5,6,6,2,1,2,1,1,0,1,4,0,0,6,0,0,0,0,3,0,3,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2,113
"(V.3, N.4, P.6, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,5,0,4,1,1,1,0,1,1,0,1,0,1,0,10,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,46
"(V.3, N.4, P.7, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,27,18,15,15,16,5,10,17,7,23,18,11,10,2,3,1,1,0,0,0,1,0,2,1,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,263
"(V.3, N.4, P.8, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,1,3,3,1,3,0,0,1,0,0,0,1,0,0,0,11,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49
"(V.3, N.4, P.9, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,448,428,325,42,46,35,287,284,206,485,271,127,125,46,30,52,54,69,57,141,34,25,29,25,31,29,38,41,60,48,55,39,22,1,7,1,5,9,18,19,9,4428
"(V.3, N.4, P.10, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,341,357,225,37,25,40,254,328,239,756,440,216,382,116,65,91,115,105,122,297,108,60,72,65,129,92,79,74,71,77,60,78,78,43,100,141,71,83,117,151,102,6727
"(V.3, N.4, P.11, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,7,19,6,7,4,4,0,1,14,12,2,3,1,0,1,5,1,6,1,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,137
"(V.3, N.4, P.12, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,3,4,2,0,1,0,1,1,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,44
"(V.3, N.4, P.13, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,17,29,5,16,8,68,94,86,112,114,70,33,16,12,13,25,31,50,49,44,21,12,18,19,15,21,40,32,23,16,10,14,4,17,20,19,15,21,22,20,1301
"(V.3, N.4, P.14, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,21,19,12,6,10,2,5,6,4,8,11,3,8,1,5,3,7,1,1,13,0,1,2,0,0,3,4,1,0,7,5,2,0,10,0,0,2,0,2,5,0,278
"(V.3, N.5, P.1, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,6,5,3,0,1,0,0,1,1,0,2,0,1,1,0,0,0,25,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,67
"(V.3, N.5, P.2, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,10,8,10,3,5,3,1,5,12,3,1,2,2,0,1,1,1,1,6,7,0,3,2,2,0,1,6,1,0,0,3,1,5,3,2,0,1,0,0,134
"(V.3, N.5, P.3, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,3,2,2,0,0,1,1,0,1,8,0,0,0,0,0,0,9,18,2,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,1,0,0,69
"(V.3, N.5, P.4, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20,12,11,9,94,12,18,51,68,32,40,34,41,12,49,60,19,15,47,57,28,40,59,45,70,59,64,87,37,30,34,34,150,87,96,53,79,88,58,1919
"(V.3, N.5, P.5, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,2,2,4,1,0,0,0,1,1,0,3,0,0,0,1,0,0,0,8,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2,47
"(V.3, N.5, P.6, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,103,123,18,65,43,209,254,278,542,434,249,498,287,113,241,352,274,156,310,168,182,191,250,217,118,179,183,245,228,138,157,128,52,90,163,184,130,147,217,152,8104
"(V.3, N.5, P.7, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,11,10,5,2,0,0,2,0,0,0,10,0,0,0,0,0,0,2,0,14,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,79
"(V.3, N.5, P.8, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,5,1,0,2,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,60
"(V.3, N.5, P.9, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,7,4,5,3,2,0,0,0,1,0,0,4,0,1,0,1,0,0,0,1,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61
"(V.3, N.6, P.1, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,12,12,3,26,6,13,23,31,9,7,21,8,7,7,11,6,24,14,3,18,18,11,5,5,10,11,17,4,5,10,3,7,7,15,18,10,11,5,467
"(V.3, N.6, P.2, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,2,0,0,0,0,2,1,1,5,0,0,1,1,0,0,0,0,8,14,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,53
"(V.3, N.6, P.3, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,5,11,4,5,10,9,15,9,9,8,3,1,0,1,1,9,5,2,1,1,0,0,2,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,140
"(V.3, N.6, P.4, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,4,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,19,5,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,0,52
"(V.3, N.6, P.5, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,7,28,47,139,129,476,948,768,414,330,200,116,290,361,338,134,96,227,435,299,318,315,210,590,687,807,620,293,328,900,352,624,911,568,277,405,763,483,15293
"(V.3, N.6, P.6, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,5,4,2,0,0,0,0,0,2,9,2,0,2,0,0,0,0,0,0,0,7,7,0,2,0,1,0,1,1,0,0,1,0,3,3,3,3,72
"(V.3, N.6, P.7, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,22,11,10,6,11,11,12,7,19,13,39,14,4,2,11,23,20,4,6,40,27,17,11,20,53,21,13,31,11,13,13,17,8,15,9,8,10,13,14,668
"(V.3, N.6, P.8, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,7,6,6,4,1,2,1,3,1,12,28,2,1,3,3,4,4,2,2,3,3,20,12,6,7,11,16,7,13,13,3,6,4,4,10,3,2,0,253
"(V.3, N.6, P.9, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,36,11,21,10,11,12,6,25,30,14,166,57,9,5,17,18,10,10,12,28,12,14,35,3,4,4,6,2,4,5,2,1,2,0,16,6,5,3,0,755
"(V.3, N.6, P.10, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,14,23,12,32,28,39,76,81,53,51,27,21,6,51,53,43,15,42,28,51,40,44,39,38,75,92,106,45,38,35,30,75,123,89,54,68,78,80,1942
"(V.3, N.7, P.1, 2020)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,1,0,1,3,0,4,11,0,0,0,0,0,0,0,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42
